TYPE,SADDR,DADDR,PROTOCOL,I-COUNT,O-COUNT,TIMESTAMP,BYTES
OUT,142.250.82.215,10.81.20.225,UDP,17,36,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,35,160,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,17,37,1970-01-01 05:46:01,92
IN,142.250.82.211,10.81.20.225,UDP,37,160,1970-01-01 05:46:01,1227
IN,142.250.82.211,10.81.20.225,UDP,37,160,1970-01-01 05:46:01,1227
IN,162.159.129.233,10.81.20.225,UDP,17,18,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,17,19,1970-01-01 05:46:04,1278
OUT,142.250.82.211,10.81.20.225,UDP,37,167,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,37,167,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,37,167,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,37,167,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,37,167,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,37,167,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,37,167,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,17,38,1970-01-01 05:46:01,92
OUT,142.250.82.215,10.81.20.225,UDP,17,39,1970-01-01 05:46:01,92
OUT,142.250.82.215,10.81.20.225,UDP,17,40,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,37,168,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,17,41,1970-01-01 05:46:01,92
OUT,192.168.108.121,10.81.20.225,UDP,7,11,1970-01-01 05:46:02,72
OUT,192.168.108.121,10.81.20.225,UDP,7,11,1970-01-01 05:46:02,72
IN,142.250.82.211,10.81.20.225,UDP,38,168,1970-01-01 05:46:01,1227
IN,142.250.82.211,10.81.20.225,UDP,39,168,1970-01-01 05:46:01,1227
IN,142.250.82.215,10.81.20.225,UDP,18,41,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,39,174,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,39,174,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,39,174,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,39,174,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,39,174,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,39,174,1970-01-01 05:46:01,1227
OUT,163.70.144.60,10.81.20.225,TCP,0,4,1970-01-01 05:46:02,60
OUT,142.250.82.215,10.81.20.225,UDP,18,42,1970-01-01 05:46:01,92
IN,142.250.82.211,10.81.20.225,UDP,40,174,1970-01-01 05:46:01,1227
IN,192.168.108.121,10.81.20.225,UDP,8,11,1970-01-01 05:46:02,72
OUT,142.250.82.211,10.81.20.225,UDP,40,181,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,181,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,181,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,181,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,181,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,181,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,181,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,18,43,1970-01-01 05:46:01,92
OUT,142.250.82.215,10.81.20.225,UDP,18,44,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,40,185,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,187,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,188,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,188,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,188,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,188,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,188,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,190,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,40,190,1970-01-01 05:46:01,1227
IN,142.250.82.211,10.81.20.225,UDP,41,190,1970-01-01 05:46:01,1227
IN,142.250.82.215,10.81.20.225,UDP,19,44,1970-01-01 05:46:01,92
OUT,142.250.82.215,10.81.20.225,UDP,19,45,1970-01-01 05:46:01,92
IN,142.250.82.211,10.81.20.225,UDP,42,190,1970-01-01 05:46:01,1227
IN,142.250.82.215,10.81.20.225,UDP,20,45,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,42,197,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,42,197,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,42,197,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,42,197,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,42,197,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,42,197,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,42,197,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,42,202,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,42,202,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,42,202,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,42,202,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,42,202,1970-01-01 05:46:01,1227
IN,142.250.82.211,10.81.20.225,UDP,43,202,1970-01-01 05:46:01,1227
IN,142.250.82.211,10.81.20.225,UDP,44,202,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,44,206,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,44,206,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,44,206,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,44,206,1970-01-01 05:46:01,1227
OUT,192.168.108.121,10.81.20.225,UDP,8,12,1970-01-01 05:46:02,72
OUT,142.250.82.215,10.81.20.225,UDP,20,46,1970-01-01 05:46:01,92
OUT,142.250.82.215,10.81.20.225,UDP,20,47,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,44,207,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,20,48,1970-01-01 05:46:01,92
OUT,142.250.82.215,10.81.20.225,UDP,20,49,1970-01-01 05:46:01,92
IN,142.250.82.211,10.81.20.225,UDP,46,207,1970-01-01 05:46:01,1227
IN,142.250.82.211,10.81.20.225,UDP,46,207,1970-01-01 05:46:01,1227
IN,142.250.82.215,10.81.20.225,UDP,21,49,1970-01-01 05:46:01,92
OUT,142.250.82.215,10.81.20.225,UDP,21,50,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,46,213,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,46,213,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,46,213,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,46,213,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,46,213,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,46,213,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,46,214,1970-01-01 05:46:01,1227
